PAIS,DEPARTAMENTO,PROVINCIA,MUNICIPIO,RECINTO,ASIENTO,TIPO-CIRCUN,LATITUD,LONGITUD,CIRCUNSCRIPCION,DISTRITO,CUADRANTE
Bolivia,Chuquisaca,Sud Cinti,Culpina,Unidad Educativa Tojlasa,Tojlasa,Uninominal,-20.85254,-64.91499,5,.,.
Bolivia,Chuquisaca,Zudáñez,Presto,Unidad Educativa Tomoroco,El Peral,Uninominal,-18.97326,-64.88657,3,.,.
Bolivia,Chuquisaca,Nor Cinti,San Lucas,Unidad Educativa Torojchi,Torojchi,Uninominal,-19.99369,-64.9986,5,.,.
Bolivia,Chuquisaca,Oropeza,Yotala,Unidad Educativa Tuero Chico,Tuero,Uninominal,-19.33957,-65.21132,3,.,.
Bolivia,Chuquisaca,Nor Cinti,San Lucas,Unidad Educativa Uruchini,Uruchini,Uninominal,-19.87956,-64.98957,5,.,.
Bolivia,Chuquisaca,Oropeza,Poroma,Unidad Educativa Uruguayo,Uruguayo,Uninominal,-18.61396,-65.35072,3,.,.
Bolivia,Chuquisaca,Hernando Siles,Monteagudo,Unidad Educativa Valle Nuevo,Valle Nuevo,Uninominal,-19.9332,-63.98814,4,.,.
Bolivia,Chuquisaca,Oropeza,Yotala,Unidad Educativa Victor Sandi,Mosoj Llajta,Uninominal,-19.15815,-65.24226,3,.,.
Bolivia,Chuquisaca,Tomina,Tomina,Unidad Educativa Villa Flores,Villa Flores,Uninominal,-19.30332,-64.55251,4,.,.
Bolivia,Chuquisaca,Oropeza,Poroma,Unidad Educativa Yanani,Yanani,Uninominal,-18.59779,-65.43656,3,.,.
Bolivia,Chuquisaca,Oropeza,Sucre,Universidad del Valle UNIVALLE (Temporal),Sucre,Uninominal,-19.027564,-65.25973,2,.,.
Bolivia,Chuquisaca,Oropeza,Yotala,Posta De Salud Y Salón De La Comunidad,Pulqui,Uninominal,-19.24057,-65.1908,3,.,.
Bolivia,Chuquisaca,Oropeza,Sucre,Salón Multifuncional San Juan Cachimayu,San Juan de Cachimayu,Uninominal,-19.08966,-65.30952,3,.,.
Bolivia,Chuquisaca,Oropeza,Sucre,U.E. Gastón Vilar Casso,Sucre,Uninominal,-19.011135,-65.285374,2,.,.
Bolivia,Chuquisaca,Yamparáez,Tarabuco,U. Edu. Salvador Gómez Rodriguez,Rincñn Lupiara,Uninominal,-19.27787,-64.76074,3,.,.
Bolivia,Chuquisaca,Belisario Boeto,Villa Serrano,Escuela René Anibarro Gómez,Piedra Grande,Uninominal,-18.8268,-64.396,4,.,.
Bolivia,Chuquisaca,Luis Calvo,Macharetí,Unidad Educativa Manuel Mariano Gómez,La Victoria,Uninominal,-20.53849,-63.06475,4,.,.
Bolivia,Chuquisaca,Oropeza,Sucre,Salón Multifuncional Satélite,Sucre,Uninominal,-19.03355,-65.27765,2,.,.
Bolivia,Cochabamba,Quillacollo,Quillacollo,(Cárcel) Penal San Pablo,Quillacollo,Uninominal,-17.3999,-66.2821,28,.,.
Bolivia,Cochabamba,Arani,Arani,(Cárcel) Penitenciaria Arani,Arani,Uninominal,-17.573328,-65.770415,25,.,.
Bolivia,Cochabamba,Chapare,Sacaba,(Cárcel) Penitenciaria El Abra,Quintanilla,Uninominal,-17.4049,-66.1157,23,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,(Cárcel) Penitenciaria San Antonio,Cochabamba,Uninominal,-17.4032,-66.157,21,.,.
Bolivia,Cochabamba,Chapare,Sacaba,(Cárcel) Penitenciaria San Pedro (Sacaba),Sacaba,Uninominal,-17.4059,-66.0413,23,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,(Cárcel) Penitenciaria San Sebastian  Varones,Cochabamba,Uninominal,-17.3979,-66.1599,21,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,(Cárcel) Penitenciaria San Sebastian Mujeres,Cochabamba,Uninominal,-17.3986,-66.1606,21,.,.
Bolivia,Cochabamba,Quillacollo,Tiquipaya,Aldeas S.O.S,Linde - Chiquicollo,Uninominal,-17.351131,-66.193337,27,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,CEMA Centro Frutillitas,Cochabamba,Uninominal,-17.3855,-66.166701,22,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Campo Ferial,Cochabamba,Uninominal,-17.4183,-66.1295,21,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Cancha polifuncional y Facultad de Desarrollo Rural y Tierras (Temporal),Cochabamba,Uninominal,-17.4524,-66.1294,21,.,.
Bolivia,Cochabamba,Esteban Arze,Arbieto,Centro Educativo German Busch - Arbieto,Arbieto,Uninominal,-17.5855,-66.0172,26,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Centro Educativo P.  Maria Auxiliadora,Cochabamba,Uninominal,-17.4358,-66.1595,22,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Centro Educativo San Francisco De Asis,Cochabamba,Uninominal,-17.43185485,-66.15645537,22,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Centro Inmaculada Concepcion,Cochabamba,Uninominal,-17.377,-66.1577,20,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Centro Integrado El Salvador S-Vera Cruz,Cochabamba,Uninominal,-17.4604,-66.1243,21,.,.
Bolivia,Cochabamba,Quillacollo,Quillacollo,Centro Integral Niño Jesus Fe y Alegria,Piñami,Uninominal,-17.387804,-66.254936,28,.,.
Bolivia,Cochabamba,Quillacollo,Quillacollo,Centro Internado Misicuni,Misicuni,Uninominal,-17.1265,-66.3219,28,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Centro Kanata,Cochabamba,Uninominal,-17.4139,-66.1593,22,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Centro Particular Geronimo De Osorio,Cochabamba,Uninominal,-17.397,-66.1866,22,.,.
Bolivia,Cochabamba,Carrasco,Puerto Villarroel,Centro Polifuncional Cesarzama,Cesar Zama (Pto. Villarroel),Uninominal,-16.99835,-65.074719,24,.,.
Bolivia,Cochabamba,Carrasco,Pocona,Centro de Atencion Al Turista,Incallajta,Uninominal,-17.6077,-65.4147,25,.,.
Bolivia,Cochabamba,Punata,Villa Rivero,Col. Tec. Ind. Comunitario Marcelo Quiroga,Aramasi,Uninominal,-17.605,-65.8789,25,.,.
Bolivia,Cochabamba,Carrasco,Totora,Colegio 8 de Septiembre,Copachuncho,Uninominal,-17.718,-65.0871,25,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Abaroa,Cochabamba,Uninominal,-17.3954,-66.1585,21,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Albert Einstein,Cochabamba,Uninominal,-17.3847,-66.1752,20,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Aleman Santa Maria,Cochabamba,Uninominal,-17.3912,-66.1527,21,.,.
Bolivia,Cochabamba,Germán Jordán,Toco,Colegio Ambrosini,Toco,Uninominal,-17.6297,-65.9278,25,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Amor de Dios,Cochabamba,Uninominal,-17.4073,-66.1501,21,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Boliviano Argentino,Cochabamba,Uninominal,-17.3916,-66.1581,21,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Branco Petricevic,Cochabamba,Uninominal,-17.3737,-66.1878,20,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Buenas Nuevas C,Cochabamba,Uninominal,-17.419,-66.1461,21,.,.
Bolivia,Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Colegio Chamacoma,Chamacoma,Uninominal,-17.4073,-66.7032,27,.,.
Bolivia,Cochabamba,Quillacollo,Quillacollo,Colegio Cristina Prada,Quillacollo,Uninominal,-17.3927,-66.279,28,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Cristo Rey,Cochabamba,Uninominal,-17.3906,-66.172,20,.,.
Bolivia,Cochabamba,Carrasco,Puerto Villarroel,Colegio Eduardo Avaroa (P.Villarroel),Puerto Villarroel,Uninominal,-16.8392,-64.7949,24,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Federico Froebel,Cochabamba,Uninominal,-17.3618,-66.1473,20,.,.
Bolivia,Cochabamba,Chapare,Villa Tunari,Colegio Francisco Vignaud,Villa Tunari,Uninominal,-16.9751,-65.4247,24,.,.
Bolivia,Cochabamba,Chapare,Sacaba,Colegio Franz Tamayo (Chiñata),Chiñata,Uninominal,-17.4305,-65.9809,23,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Hispano Boliviano,Cochabamba,Uninominal,-17.3977,-66.1518,21,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Irlandes,Cochabamba,Uninominal,-17.376,-66.1373,20,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Ismael Montes O Luis Espinal,Cochabamba,Uninominal,-17.4156,-66.1446,21,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Jaime Escalante,Cochabamba,Uninominal,-17.368,-66.1581,20,.,.
Bolivia,Cochabamba,Tiraque,Tiraque,Colegio Juan José Carrasco,Tiraque,Uninominal,-17.4239,-65.7215,25,.,.
Bolivia,Cochabamba,Carrasco,Puerto Villarroel,Colegio Juan Pablo II (Sacta),Valle de Sacta,Uninominal,-17.1197,-64.769,24,.,.
Bolivia,Cochabamba,Germán Jordán,Cliza,Colegio Juan de Dios Balderrama,Cliza,Uninominal,-17.5912,-65.9337,26,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio La Salle,Cochabamba,Uninominal,-17.3894,-66.1608,21,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio La Salle Fiscal,Cochabamba,Uninominal,-17.4049,-66.1674,21,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Laura Vicuña,Cochabamba,Uninominal,-17.4425,-66.1918,22,.,.
Bolivia,Cochabamba,Carrasco,Puerto Villarroel,Colegio Libertad,Libertad,Uninominal,-17.0736,-64.8454,24,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Loyola,Cochabamba,Uninominal,-17.3873,-66.1466,20,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Luis Quintin Vila,Cochabamba,Uninominal,-17.3754,-66.1864,20,.,.
Bolivia,Cochabamba,Carrasco,Puerto Villarroel,Colegio Marcelo Quiroga Santa Cruz,Mariposas,Uninominal,-17.0115,-65.041,24,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Marista,Cochabamba,Uninominal,-17.36176994,-66.16225299,20,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Marista Nuestra Señora Del Pilar,Cochabamba,Uninominal,-17.3547,-66.1675,20,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Maryknoll,Cochabamba,Uninominal,-17.3777,-66.1675,20,.,.
Bolivia,Cochabamba,Quillacollo,Colcapirhua,Colegio Max Fernandez,Sumunpaya,Uninominal,-17.3958,-66.2313,28,.,.
Bolivia,Cochabamba,Chapare,Villa Tunari,Colegio Mixto Tecnico Hum. Villa Bolivar,Villa Bolivar,Uninominal,-16.6312,-65.7408,24,.,.
Bolivia,Cochabamba,Esteban Arze,Tarata,Colegio My. Victor Ustariz,Tarata,Uninominal,-17.6089,-66.0244,26,.,.
Bolivia,Cochabamba,Quillacollo,Quillacollo,Colegio Nacional Calama (Nueva Infraestructura),Cotapachi,Uninominal,-17.4118,-66.272,28,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Nacional Mixto Cochabamba,Cochabamba,Uninominal,-17.3638,-66.1764,20,.,.
Bolivia,Cochabamba,Germán Jordán,Cliza,Colegio Nacional Mixto Ucureña,Ucureña,Uninominal,-17.5809,-65.9067,26,.,.
Bolivia,Cochabamba,Chapare,Sacaba,Colegio Nataniel Aguirre,Aguirre,Uninominal,-17.3727,-65.83,23,.,.
Bolivia,Cochabamba,Chapare,Villa Tunari,Colegio Nueva Tacopaya,Nueva Tacopaya,Uninominal,-16.5682,-65.6765,24,.,.
Bolivia,Cochabamba,Quillacollo,Colcapirhua,Colegio Padre Andrés Cuschieri,Santa Rosa (Colcapirhua),Uninominal,-17.379705,-66.216429,28,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Paulo VI,Cochabamba,Uninominal,-17.3896,-66.1697,20,.,.
Bolivia,Cochabamba,Mizque,Mizque,Colegio Pedro Ignacio Rivero,Mizque,Uninominal,-17.9398,-65.3458,25,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Pio XII,Cochabamba,Uninominal,-17.402,-66.1545,21,.,.
Bolivia,Cochabamba,Chapare,Sacaba,Colegio Puerto Mejillones,Pacata,Uninominal,-17.3722,-66.1301,23,.,.
Bolivia,Cochabamba,Chapare,Sacaba,Colegio Quintanilla,Quintanilla,Uninominal,-17.3848,-66.1099,23,.,.
Bolivia,Cochabamba,Ayopaya,Morochata,Colegio René Barrientos Ortuño -Piusilla,Piusillas,Uninominal,-17.2304,-66.4938,27,.,.
Bolivia,Cochabamba,Chapare,Sacaba,Colegio René Fernandez Becerra,Melga,Uninominal,-17.4262,-65.9148,23,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Richard Von Weizacker,Cochabamba,Uninominal,-17.3784,-66.1818,20,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio San Antonio De Pucara,Cochabamba,Uninominal,-17.4545,-66.1666,22,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio San Francisco (Villa Pagador),Cochabamba,Uninominal,-17.435,-66.1156,21,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio San Francisco de Asis,Cochabamba,Uninominal,-17.43150307,-66.15676763,22,.,.
Bolivia,Cochabamba,Quillacollo,Tiquipaya,Colegio San Miguel (Tiquipaya),Tiquipaya,Uninominal,-17.3365,-66.2195,27,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio San Rafael,Cochabamba,Uninominal,-17.3982,-66.1395,20,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Santa Luisa Marillac,Cochabamba,Uninominal,-17.4288,-66.1297,21,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Santo Domingo Savio,Cochabamba,Uninominal,-17.4209,-66.1592,22,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Sebastian Pagador,Cochabamba,Uninominal,-17.4396,-66.1181,21,.,.
Bolivia,Cochabamba,Ayopaya,Cocapata,Colegio Secundario Cocapata,Cocapata,Uninominal,-16.7972,-66.6698,27,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Sergio Almaraz Paz,Cochabamba,Uninominal,-17.4215,-66.1598,22,.,.
Bolivia,Cochabamba,Chapare,Sacaba,Colegio Señor De Mayo,Pacata,Uninominal,-17.3735,-66.118,23,.,.
Bolivia,Cochabamba,Punata,San Benito (Villa José Quintín Mendoza),Colegio Simon Bolivar (Huaricaya),Huaricaya,Uninominal,-17.5258,-65.9228,26,.,.
Bolivia,Cochabamba,Quillacollo,Tiquipaya,Colegio Simon Bolivar (Tiquipaya),Tiquipaya,Uninominal,-17.3362,-66.2203,27,.,.
Bolivia,Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Colegio Simon Bolivar Fe y Alegria,Icoya Kami,Uninominal,-17.3846,-66.8146,27,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Tecnico Humanistico Abaroa,Cochabamba,Uninominal,-17.3979,-66.1801,22,.,.
Bolivia,Cochabamba,Campero,Pasorapa,Colegio Tte.Cnel. Nataniel Verduguez,Pasorapa,Uninominal,-18.3163,-64.676,25,.,.
Bolivia,Cochabamba,Carrasco,Pojo,Colegio Venancio Loss,Pojo,Uninominal,-17.7549,-64.8663,25,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Venezuela,Cochabamba,Uninominal,-17.38,-66.1743,20,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Venjamnin,Cochabamba,Uninominal,-17.4255,-66.1235,21,.,.
Bolivia,Cochabamba,Germán Jordán,Tolata,Colegio Victor Rosales,Tolata,Uninominal,-17.5331,-65.9641,26,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Colegio Yugoslavia ( Ex Mariscal Santa Cruz),Cochabamba,Uninominal,-17.4142,-66.1576,22,.,.
Bolivia,Cochabamba,Esteban Arze,Anzaldo,Esc. Esteban Andia Escobar - Paccha Pata,Paccha Pata,Uninominal,-17.7033,-65.9457,26,.,.
Bolivia,Cochabamba,Quillacollo,Sipesipe,Esc. René Barrientos Ortuño (Itapaya),Itapaya,Uninominal,-17.58,-66.3264,26,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Esc. Republica Del Peru O I. Vasquez,Cochabamba,Uninominal,-17.4151,-66.1663,22,.,.
Bolivia,Cochabamba,Tapacarí,Tapacarí,Escuela  Challa Grande,Challa Grande,Uninominal,-17.7061,-66.6425,27,.,.
Bolivia,Cochabamba,Quillacollo,Quillacollo,Escuela 12 de Septiembre,Quillacollo,Uninominal,-17.4117,-66.2793,28,.,.
Bolivia,Cochabamba,Ayopaya,Cocapata,Escuela 15 de Febrero (El Choro),El Choro,Uninominal,-16.7941,-66.6511,27,.,.
Bolivia,Cochabamba,Campero,Aiquile,Escuela 20 de Diciembre,Aiquile,Uninominal,-18.2033,-65.179,25,.,.
Bolivia,Cochabamba,Ayopaya,Morochata,Escuela 26 de Mayo - Chaupisuyo B,"Chaupisuyo ""B""",Uninominal,-17.3095,-66.5517,27,.,.
Bolivia,Cochabamba,Chapare,Villa Tunari,Escuela 27 de Mayo,Aguayrenda,Especial,-21.860925,-63.637666,4,.,.
Bolivia,Cochabamba,Chapare,Sacaba,Escuela 6 de Junio - Tacopoca,Lava Lava,Uninominal,-17.4119,-66.0266,23,.,.
Bolivia,Cochabamba,Punata,Punata,Escuela Adela Zamudio,Punata,Uninominal,-17.5425,-65.8355,26,.,.
Bolivia,Cochabamba,Arque,Tacopaya,Escuela Adolfo Mercado,Tacopaya,Uninominal,-17.836,-66.5361,27,.,.
Bolivia,Cochabamba,Mizque,Mizque,Escuela Aguada,Aguada,Uninominal,-18.0027,-65.3069,25,.,.
Bolivia,Cochabamba,Punata,Punata,Escuela Andres Maria Torrico,Punata,Uninominal,-17.5441,-65.8344,26,.,.
Bolivia,Cochabamba,Capinota,Capinota,Escuela Apillapampa,Apillapampa,Uninominal,-17.8623,-66.255,26,.,.
Bolivia,Cochabamba,Carrasco,Puerto Villarroel,Escuela Ayopaya (P.Villaroel),Ayopaya (Pto. Villarroel),Uninominal,-16.9075,-64.9993,24,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Escuela Bolivar,Cochabamba,Uninominal,-17.402,-66.1572,21,.,.
Bolivia,Cochabamba,Quillacollo,Sipesipe,Escuela Bolviana Americana,Mallco Rancho,Uninominal,-17.4197,-66.364,26,.,.
Bolivia,Cochabamba,Carrasco,Puerto Villarroel,Escuela Buenas Nuevas (Valle Ivirza),Valle Ivirza,Uninominal,-17.1166,-64.9179,24,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Escuela Buenas Nuevas A,Cochabamba,Uninominal,-17.4199,-66.1457,21,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Escuela Camara Junior,Cochabamba,Uninominal,-17.4282,-66.1597,22,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Escuela Carlos Medinaceli,Cochabamba,Uninominal,-17.448,-66.1459,22,.,.
Bolivia,Cochabamba,Chapare,Sacaba,Escuela Carlos Peredo Sandoval,Huayllani,Uninominal,-17.3939,-66.0591,23,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Escuela Ceferino Namuncura,Cochabamba,Uninominal,-17.4422,-66.2296,22,.,.
Bolivia,Cochabamba,Capinota,Capinota,Escuela Central Marcavi,Mollini,Uninominal,-17.6857,-66.1949,26,.,.
Bolivia,Cochabamba,Campero,Omereque,Escuela Central Peña Colorada,Peña Colorada,Uninominal,-18.172,-64.8705,25,.,.
Bolivia,Cochabamba,Campero,Pasorapa,Escuela Central Quinori,Quinori,Uninominal,-18.5031,-64.3966,25,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Escuela Central Taquiña A,Cochabamba,Uninominal,-17.3438,-66.1783,20,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Escuela Central Taquiña C,Cochabamba,Uninominal,-17.3427,-66.1786,20,.,.
Bolivia,Cochabamba,Carrasco,Puerto Villarroel,Escuela Central Villa Nueva,Villa Nueva,Uninominal,-17.1142,-65.0024,24,.,.
Bolivia,Cochabamba,Ayopaya,Cocapata,Escuela Choquecamata (Falsuri),Falsuri,Uninominal,-16.8387,-66.6307,27,.,.
Bolivia,Cochabamba,Tapacarí,Tapacarí,Escuela Chuñu Chuñini,Chuñu Chuñuni,Uninominal,-17.7008,-66.593,27,.,.
Bolivia,Cochabamba,Chapare,Sacaba,Escuela Copacabana,Chacacollo,Uninominal,-17.3915,-66.0975,23,.,.
Bolivia,Cochabamba,Tiraque,Tiraque,Escuela Cotani Bajo,Cotani,Uninominal,-17.381,-65.7866,25,.,.
Bolivia,Cochabamba,Bolivar,Bolivar,Escuela Coyuma,Coyuma,Uninominal,-18.0853,-66.7405,27,.,.
Bolivia,Cochabamba,Chapare,Villa Tunari,Escuela Cristal Mayu,Cristal Mayu,Uninominal,-17.0062,-65.644,24,.,.
Bolivia,Cochabamba,Punata,Villa Gualberto Villarroel,Escuela Cuchu Muela,Villa Gualberto Villarroel (Cuchumuela),Uninominal,-17.652,-65.7949,25,.,.
Bolivia,Cochabamba,Mizque,Alalay,Escuela Dr. Demetrio Canelas,Ayapampa,Uninominal,-17.7665,-65.6088,25,.,.
Bolivia,Cochabamba,Arque,Arque,Escuela E Internado Dario Antezana V.,Ovejeria Larama,Uninominal,-17.949,-66.29,27,.,.
Bolivia,Cochabamba,Carrasco,Entre Ríos,Escuela Eduardo Avaroa (Isarzama),Isarzama,Uninominal,-17.1393,-64.6812,24,.,.
Bolivia,Cochabamba,Esteban Arze,Sacabamba,Escuela Eliseo Torrico - Sacabamba,Sacabamba,Uninominal,-17.817,-65.7757,25,.,.
Bolivia,Cochabamba,Arque,Tacopaya,Escuela Elizardo Perez (Totorapampa),Totora Pampa,Uninominal,-17.884,-66.6155,27,.,.
Bolivia,Cochabamba,Esteban Arze,Tarata,Escuela Esteban Arze,Tarata,Uninominal,-17.6107,-66.0237,26,.,.
Bolivia,Cochabamba,Quillacollo,Tiquipaya,Escuela Eugenia Ravasco,Rumi Mayu (Tiquipaya),Uninominal,-17.3625,-66.2074,27,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Escuela Eusebio Tudela,Cochabamba,Uninominal,-17.4457,-66.2106,22,.,.
Bolivia,Cochabamba,Punata,San Benito (Villa José Quintín Mendoza),Escuela Experimental Paracaya,Paracaya,Uninominal,-17.5135,-65.857,26,.,.
Bolivia,Cochabamba,Arani,Vacas,Escuela Experimental Vacas,Vacas,Uninominal,-17.5754,-65.5817,25,.,.
Bolivia,Cochabamba,Quillacollo,Quillacollo,Escuela Felix Martinez,Piñami,Uninominal,-17.3877,-66.2527,28,.,.
Bolivia,Cochabamba,Quillacollo,Quillacollo,Escuela Fidelia C. De Sanchez,Quillacollo,Uninominal,-17.3987,-66.2806,28,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Escuela Fiscal Juan XXIII A,Cochabamba,Uninominal,-17.3898,-66.2021,22,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Escuela Gerardo Vargas,Cochabamba,Uninominal,-17.4397,-66.1285,21,.,.
Bolivia,Cochabamba,Ayopaya,Morochata,Escuela Gildaro Antezana Rojas,Chinchiri,Uninominal,-17.1844,-66.6097,27,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Escuela Gualberto Villarroel,Cochabamba,Uninominal,-17.3893,-66.1435,20,.,.
Bolivia,Cochabamba,Punata,Villa Rivero,Escuela Gualberto Villarroel (V. Rivero),Villa Rivero,Uninominal,-17.6148,-65.817,25,.,.
Bolivia,Cochabamba,Mizque,Mizque,Escuela Guillermo Viscarra,Tujma Baja,Uninominal,-17.9103,-65.3098,25,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Escuela Gutierrez Mariscal,Cochabamba,Uninominal,-17.3976,-66.1939,22,.,.
Bolivia,Cochabamba,Ayopaya,Morochata,Escuela Hilarion Grageda - Yayani,Yayani,Uninominal,-17.2117,-66.6564,27,.,.
Bolivia,Cochabamba,Mizque,Vila Vila,Escuela Humberto Nogales,Vila Vila,Uninominal,-17.9863,-65.6284,25,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Escuela IV Centenario,Cochabamba,Uninominal,-17.355,-66.1899,20,.,.
Bolivia,Cochabamba,Quillacollo,Tiquipaya,Escuela Isaac Attie,Linde - Chiquicollo,Uninominal,-17.3695,-66.1954,27,.,.
Bolivia,Cochabamba,Quillacollo,Vinto,Escuela Ismael Montes,La Chulla,Uninominal,-17.3703,-66.3267,27,.,.
Bolivia,Cochabamba,Quillacollo,Colcapirhua,Escuela Jesus Lara,La Florida,Uninominal,-17.3932,-66.2262,28,.,.
Bolivia,Cochabamba,Chapare,Sacaba,Escuela Jesus Terceros,El Castillo,Uninominal,-17.3859,-66.1203,23,.,.
Bolivia,Cochabamba,Bolivar,Bolivar,Escuela Jorenko Villa Verde,Jorenko-Villa Verde,Uninominal,-17.9849,-66.6675,27,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Escuela José Gabriel De Gumucio,Cochabamba,Uninominal,-17.3844,-66.1672,20,.,.
Bolivia,Cochabamba,Cercado,Cochabamba,Escuela José Maria Santivañez,Cochabamba,Uninominal,-17.3694,-66.1748,20,.,.
Bolivia,Cochabamba,Arque,Arque,Escuela Juana Azurduy - Pongo K'Asa,Pongo Kasa,Uninominal,-17.7105,-66.5501,27,.,.
Bolivia,Cochabamba,Ayopaya,Morochata,Escuela Julio Espinoza Canelas-Punacachi,Punacachi,Uninominal,-17.2512,-66.6113,27,.,.
Bolivia,Cochabamba,Tiraque,Tiraque,Escuela Koari (Nucleo Esc. S. Bolivar),Koari,Uninominal,-17.4792,-65.5763,25,.,.
Bolivia,Cochabamba,Chapare,Villa Tunari,Escuela La Estrella,La Estrella,Uninominal,-16.724,-65.495,24,.,.
Bolivia,Cochabamba,Chapare,Villa Tunari,Escuela La Estrella (San Gabriel),San Gabriel,Uninominal,-16.6753,-65.6271,24,.,.
Bolivia,Cochabamba,Carrasco,Chimoré,Escuela La Mision,La Misiñn,Especial,-16.7141,-65.1484,2,.,.
Bolivia,Cochabamba,Carrasco,Pocona,Escuela Ladislao Cabrera,Chilicchi,Uninominal,-17.6685,-65.3421,25,.,.
Bolivia,Cochabamba,Esteban Arze,Tarata,Escuela Luis Terrazas,Izata,Uninominal,-17.7543,-66.0742,26,.,.
Bolivia,Cochabamba,Chapare,Sacaba,Escuela Man Cesped,Sacaba,Uninominal,-17.4071,-66.0382,23,.,.
Bolivia,Cochabamba,Campero,Aiquile,Escuela Manuel De Ugarte,Aiquile,Uninominal,-18.2004,-65.1826,25,.,.
Bolivia,Cochabamba,Arque,Arque,Escuela Marcelo Quiroga Santa Cruz,Tujsuma,Uninominal,-17.9045,-66.3986,27,.,.
Bolivia,Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Escuela Mariano Baptista (Calchani),Calchani,Uninominal,-17.3246,-66.6902,27,.,.
Bolivia,Cochabamba,Ayopaya,Morochata,Escuela Mariano Baptista- Morochata,Morochata,Uninominal,-17.2317,-66.5339,27,.,.
